id_bank_account,max_date,balance
27133,2022-09-27 22:00:00,-243.36
27135,2022-09-28 22:00:00,849.11
27138,2022-12-25 23:00:00,2.29
27139,2022-12-26 23:00:00,2676.53
27140,2022-12-04 23:00:00,350.0
27141,2022-12-04 23:00:00,350.0
27142,2022-12-22 23:00:00,50115.76
27145,2022-12-27 23:00:00,1101.01
27146,2021-10-26 22:00:00,546.91
27147,2022-11-27 23:00:00,11844.75
27148,2022-11-28 23:00:00,5861.93
27151,2022-11-24 23:00:00,1714.6
27154,2022-09-28 22:00:00,47.32
27158,2022-09-19 22:00:00,-458.07
27161,2022-09-29 22:00:00,42.56
27164,2022-12-27 23:00:00,11324.33
27165,2022-09-29 22:00:00,24.53
27167,2022-10-01 22:00:00,2307.94
27178,2024-03-04 23:00:00,995.41
27182,2022-09-29 22:00:00,-173.06
27183,2022-12-26 23:00:00,3096.87
27186,2022-10-10 22:00:00,4753.28
27187,2022-10-10 22:00:00,1377.93
27190,2022-10-10 22:00:00,416.86
27193,2022-09-27 22:00:00,-386.28
27194,2022-09-28 22:00:00,570.94
27200,2022-09-29 22:00:00,3340.23
27205,2022-09-27 22:00:00,5961.18
27215,2022-12-28 23:00:00,3031.26
27216,2023-06-26 22:00:00,8459.13
27218,2023-03-30 22:00:00,55.63
27219,2022-09-28 22:00:00,-925.99
27220,2022-09-29 22:00:00,610.15
27222,2022-09-05 22:00:00,80.0
27225,2023-02-21 23:00:00,22745.92
27226,2022-12-28 23:00:00,3031.26
27227,2022-11-18 23:00:00,206.38
27228,2022-12-19 23:00:00,496.21
27233,2022-08-14 22:00:00,-749.41
27234,2022-09-07 22:00:00,-4799.0
27235,2022-09-27 22:00:00,6630.27
27236,2022-09-28 22:00:00,2928.69
27240,2023-07-19 22:00:00,27.11
27241,2022-12-20 23:00:00,505.29
27242,2022-07-21 22:00:00,2.74
27246,2023-05-21 22:00:00,83.01
27247,2023-01-01 23:00:00,1821.8
27249,2023-05-18 22:00:00,83.01
27250,2023-01-01 23:00:00,1821.8
27255,2022-09-29 22:00:00,4417.53
27256,2022-09-28 22:00:00,-347.31
27257,2022-09-29 22:00:00,-1451.66
27259,2022-09-29 22:00:00,4023.22
27268,2022-09-28 22:00:00,-792.03
27272,2022-09-29 22:00:00,201.81
27274,2022-09-29 22:00:00,-991.54
27275,2022-09-29 22:00:00,-720.64
27279,2022-12-26 23:00:00,542.88
27284,2022-12-26 23:00:00,117.71
27287,2022-12-28 23:00:00,3204.95
27288,2022-12-21 23:00:00,8862.43
27292,2022-09-29 22:00:00,136.94
27294,2022-09-21 22:00:00,0.7
27295,2022-09-29 22:00:00,1426.65
27303,2022-12-22 23:00:00,2022.22
27306,2022-12-19 23:00:00,1006.94
27314,2022-09-29 22:00:00,2858.32
27315,2022-09-29 22:00:00,548.84
27317,2022-09-29 22:00:00,1264.1
27322,2022-09-21 22:00:00,-971.14
27324,2022-12-26 23:00:00,104.8
27325,2022-12-27 23:00:00,-92.35
27327,2022-12-27 23:00:00,3163.69
27328,2022-09-29 22:00:00,-384.33
27329,2022-12-22 23:00:00,760.08
27330,2022-12-20 23:00:00,-153.25
27331,2022-09-27 22:00:00,-951.62
27332,2022-08-28 22:00:00,0.65
27333,2022-09-29 22:00:00,-876.1
27334,2022-12-27 23:00:00,539.58
27335,2022-04-12 22:00:00,33.18
27336,2022-11-17 23:00:00,626.07
27337,2022-11-17 23:00:00,17918.72
27338,2022-09-29 22:00:00,1448.03
27345,2022-12-26 23:00:00,3078.25
27346,2024-03-01 23:00:00,365.72
27347,2024-02-25 23:00:00,2334.72
27355,2022-09-30 22:00:00,467.29
27364,2022-09-28 22:00:00,59.02
27365,2022-09-29 22:00:00,-515.75
27366,2022-09-30 22:00:00,-662.63
27368,2023-07-20 22:00:00,-20.79
27373,2023-07-12 22:00:00,200.0
27376,2023-07-19 22:00:00,520.71
27377,2022-11-02 23:00:00,22.63
27378,2022-11-02 23:00:00,307.86
27381,2022-12-19 23:00:00,63.29
27384,2022-12-20 23:00:00,5018.4
27393,2023-09-06 22:00:00,968.39
27395,2022-12-27 23:00:00,2496.11
27399,2022-11-27 23:00:00,-9.65
27404,2023-03-06 23:00:00,378.63
27407,2022-09-30 22:00:00,9489.86
27415,2022-12-26 23:00:00,8343.63
27416,2022-12-14 23:00:00,3473.68
27418,2022-09-29 22:00:00,-1954.82
27419,2022-09-15 22:00:00,1.47
27422,2022-09-15 22:00:00,0.77
27423,2022-09-27 22:00:00,1983.6
27430,2022-12-02 23:00:00,1921.68
27434,2022-12-26 23:00:00,6264.66
27437,2022-09-20 22:00:00,-695.48
27438,2020-12-06 23:00:00,0.0
27445,2022-12-29 23:00:00,1968.4
27447,2024-02-12 23:00:00,617.28
27449,2024-02-27 23:00:00,12.37
27452,2024-03-03 23:00:00,1068.12
27453,2022-12-22 23:00:00,619.19
27454,2022-11-20 23:00:00,0.0
27457,2022-09-29 22:00:00,1277.31
27458,2022-09-08 22:00:00,-298.24
27460,2022-09-30 22:00:00,46052.51
27461,2022-09-30 22:00:00,2202.4
27470,2022-09-29 22:00:00,-297.31
27475,2022-12-28 23:00:00,2306.43
27478,2022-12-28 23:00:00,1.81
27480,2022-11-29 23:00:00,10045.82
27481,2022-03-18 23:00:00,1.08
27486,2022-09-30 22:00:00,301.81
27487,2022-09-30 22:00:00,301.81
27490,2022-09-28 22:00:00,-1951.2
27495,2022-12-28 23:00:00,61.91
27500,2022-12-28 23:00:00,548.24
27502,2022-12-28 23:00:00,29288.54
27504,2022-12-25 23:00:00,45.03
27513,2022-12-27 23:00:00,5426.15
27514,2022-09-29 22:00:00,1339.59
27524,2022-09-29 22:00:00,1599.42
27527,2022-10-02 22:00:00,-94.55
27534,2024-02-22 23:00:00,487.38
27536,2022-10-02 22:00:00,137.51
27538,2022-10-02 22:00:00,1165.77
27539,2022-10-02 22:00:00,4778.18
27540,2022-10-02 22:00:00,11291.86
27543,2022-06-20 22:00:00,0.67
27546,2022-09-29 22:00:00,214.06
27548,2022-10-02 22:00:00,-413.75
27552,2022-10-01 22:00:00,303.31
27555,2022-12-27 23:00:00,4979.49
27557,2022-12-28 23:00:00,3869.21
27560,2022-12-27 23:00:00,8636.57
27563,2022-12-22 23:00:00,879.14
27564,2022-12-27 23:00:00,-397.89
27565,2022-09-29 22:00:00,754.69
27568,2022-12-27 23:00:00,1145.5
27573,2022-12-27 23:00:00,53.43
27576,2022-12-27 23:00:00,27.24
27578,2022-10-02 22:00:00,755.45
27586,2022-09-28 22:00:00,7.69
27588,2022-09-30 22:00:00,3641.61
27591,2022-03-10 23:00:00,0.33
27593,2022-10-02 22:00:00,1791.97
27595,2022-09-29 22:00:00,27.31
27596,2022-09-29 22:00:00,0.0
27597,2022-09-29 22:00:00,486.04
27601,2022-09-29 22:00:00,-377.37
27602,2022-09-29 22:00:00,17.66
27603,2022-09-30 22:00:00,1675.77
27604,2022-10-02 22:00:00,-195.67
27605,2022-10-02 22:00:00,-768.11
27606,2022-04-20 22:00:00,1.77
27608,2024-03-03 23:00:00,-353.13
27612,2022-09-30 22:00:00,-316.36
27614,2022-10-02 22:00:00,370.78
27618,2022-09-30 22:00:00,-997.81
27621,2022-12-29 23:00:00,2084.52
27622,2022-12-29 23:00:00,1228.34
27623,2022-12-29 23:00:00,449.2
27625,2023-01-15 23:00:00,267.68
27628,2023-01-16 23:00:00,944.52
27633,2022-12-29 23:00:00,6032.9
27639,2022-12-29 23:00:00,449.2
27640,2022-12-29 23:00:00,449.2
27642,2023-01-01 23:00:00,-260.26
27643,2023-01-01 23:00:00,2369.09
27644,2022-10-03 22:00:00,-489.78
27652,2022-10-03 22:00:00,858.88
27653,2022-10-03 22:00:00,334.81
27654,2022-06-07 22:00:00,0.82
27655,2022-10-02 22:00:00,642.71
27656,2022-12-29 23:00:00,3975.98
27658,2022-12-20 23:00:00,1620.64
27659,2022-12-29 23:00:00,2759.1
27660,2022-10-02 22:00:00,605.58
27661,2022-10-02 22:00:00,1313.41
27663,2022-10-02 22:00:00,1000.94
27668,2022-10-03 22:00:00,192.32
27669,2022-08-01 22:00:00,0.8
27670,2022-10-02 22:00:00,266.05
27671,2022-10-02 22:00:00,1228.73
27672,2022-11-30 23:00:00,0.72
27674,2024-02-21 23:00:00,72.33
27677,2022-10-03 22:00:00,-893.0
27678,2022-10-03 22:00:00,-208.68
27679,2022-10-03 22:00:00,2976.84
27682,2022-10-03 22:00:00,481.07
27683,2022-10-02 22:00:00,244.49
27684,2022-10-03 22:00:00,169.46
27685,2022-10-03 22:00:00,257.29
27686,2022-10-02 22:00:00,1073.99
27692,2022-09-18 22:00:00,10.93
27693,2022-10-03 22:00:00,-286.15
27695,2023-01-01 23:00:00,3599.15
27696,2022-10-04 22:00:00,2095.91
27697,2023-01-01 23:00:00,1360.5
27698,2023-01-01 23:00:00,1365.31
27699,2023-01-01 23:00:00,426.68
27700,2023-01-01 23:00:00,3067.89
27701,2023-01-01 23:00:00,3209.86
27702,2023-01-01 23:00:00,3209.86
27703,2023-01-01 23:00:00,3067.89
27704,2023-01-01 23:00:00,426.68
27705,2022-10-03 22:00:00,110.09
27706,2022-10-04 22:00:00,-1540.24
27707,2022-10-04 22:00:00,698.09
27708,2022-04-20 22:00:00,1.77
27709,2022-09-29 22:00:00,-162.96
27712,2022-10-04 22:00:00,1723.98
27713,2023-03-30 22:00:00,2763.75
27719,2023-12-10 23:00:00,795.74
27720,2022-11-29 23:00:00,502.01
27721,2022-07-03 22:00:00,31.89
27722,2022-09-26 22:00:00,0.06
27723,2022-10-04 22:00:00,10727.98
27724,2020-11-23 23:00:00,5.0
27729,2024-01-30 23:00:00,1859.94
27730,2022-10-03 22:00:00,-76.58
27732,2022-10-02 22:00:00,-305.63
27733,2022-10-03 22:00:00,-866.81
27734,2023-01-01 23:00:00,363.8
27735,2022-10-04 22:00:00,-516.83
27736,2023-01-11 23:00:00,18.32
27737,2024-02-28 23:00:00,0.79
27738,2023-01-01 23:00:00,4656.02
27739,2022-10-03 22:00:00,-159.25
27746,2022-10-04 22:00:00,-932.71
27747,2022-10-04 22:00:00,-207.81
27748,2022-11-13 23:00:00,35.0
27749,2022-12-29 23:00:00,2523.32
27750,2023-01-01 23:00:00,992.38
27751,2022-12-22 23:00:00,1012.47
27752,2022-10-04 22:00:00,548.3
27753,2022-10-04 22:00:00,-872.95
27755,2023-01-01 23:00:00,-16.93
27757,2022-12-27 23:00:00,265.0
27760,2022-10-04 22:00:00,-6.45
27763,2024-03-03 23:00:00,2056.44
27768,2022-10-04 22:00:00,-997.13
27770,2022-06-07 22:00:00,0.17
27771,2022-10-05 22:00:00,-511.45
27772,2022-10-04 22:00:00,-1097.63
27773,2022-10-04 22:00:00,1493.21
27774,2022-10-04 22:00:00,-63.06
27775,2022-10-04 22:00:00,550.8
27778,2022-10-04 22:00:00,550.8
27782,2023-03-06 23:00:00,2869.59
27787,2022-10-04 22:00:00,-348.99
27788,2022-10-05 22:00:00,1609.67
27793,2022-10-04 22:00:00,-373.85
27795,2022-12-22 23:00:00,5619.11
27796,2023-01-02 23:00:00,613.4
27798,2023-06-25 22:00:00,8475.61
27801,2023-10-01 22:00:00,7462.39
27807,2023-09-24 22:00:00,359.13
27814,2022-10-04 22:00:00,420.08
27815,2022-10-04 22:00:00,-252.21
27817,2022-10-04 22:00:00,45.72
27819,2022-10-05 22:00:00,536.21
27821,2022-10-05 22:00:00,138.32
27825,2022-10-04 22:00:00,-1022.12
27829,2022-10-05 22:00:00,302.17
27830,2022-10-05 22:00:00,564.39
27831,2022-10-04 22:00:00,262.93
27832,2022-10-05 22:00:00,-947.13
27833,2022-10-04 22:00:00,-786.67
27835,2022-10-05 22:00:00,-239.79
27836,2022-10-05 22:00:00,11.9
27839,2022-10-04 22:00:00,-150.06
27843,2023-01-02 23:00:00,-119.02
27848,2024-03-04 23:00:00,331.73
27849,2022-10-05 22:00:00,-148.7
27850,2023-01-02 23:00:00,2271.38
27851,2022-10-05 22:00:00,42.82
27853,2022-10-05 22:00:00,-81.53
27855,2022-10-05 22:00:00,41.38
27856,2022-10-04 22:00:00,4150.14
27864,2022-10-04 22:00:00,37.45
27867,2022-04-11 22:00:00,3.63
27868,2022-10-04 22:00:00,-693.39
27869,2023-01-02 23:00:00,105729.06
27871,2023-05-30 22:00:00,1454.07
27873,2023-12-06 23:00:00,-342.54
27875,2022-11-28 23:00:00,684.08
27876,2022-10-02 22:00:00,789.0
27877,2022-10-05 22:00:00,24.23
27878,2022-10-05 22:00:00,300.0
27880,2022-10-05 22:00:00,486.79
27886,2022-10-05 22:00:00,412.3
27890,2022-10-05 22:00:00,59.39
27891,2022-10-05 22:00:00,-620.16
27893,2023-03-09 23:00:00,14.56
27894,2022-10-05 22:00:00,-905.91
27895,2022-09-18 22:00:00,50.16
27896,2022-10-05 22:00:00,-1422.6
27897,2022-10-04 22:00:00,-593.51
27900,2022-10-05 22:00:00,948.33
27901,2023-01-03 23:00:00,20299.36
27902,2022-12-11 23:00:00,-123.69
27903,2023-01-03 23:00:00,308.91
27904,2023-01-02 23:00:00,1167.0
27905,2023-01-03 23:00:00,474.23
27906,2021-09-12 22:00:00,0.0
27907,2022-10-06 22:00:00,238.62
27908,2022-04-24 22:00:00,0.0
27909,2022-04-24 22:00:00,0.0
27915,2022-10-06 22:00:00,-1966.72
27916,2022-10-03 22:00:00,-1115.01
27917,2022-10-05 22:00:00,3994.17
27918,2022-10-06 22:00:00,956.15
27919,2023-01-04 23:00:00,1085.22
27922,2022-10-05 22:00:00,1437.66
27923,2022-10-05 22:00:00,-2749.7
27924,2022-10-05 22:00:00,-1373.89
27925,2022-10-05 22:00:00,41.92
27927,2022-10-04 22:00:00,-313.47
27932,2022-10-04 22:00:00,-313.47
27936,2023-01-03 23:00:00,1324.4
27937,2022-04-11 22:00:00,2.93
27938,2022-10-04 22:00:00,-100.0
27939,2022-10-05 22:00:00,149.91
27941,2022-10-06 22:00:00,150.41
27943,2022-07-11 22:00:00,0.0
27945,2022-05-18 22:00:00,0.0
27946,2022-10-06 22:00:00,-84.9
27947,2022-10-06 22:00:00,687.22
27948,2022-10-06 22:00:00,1570.63
27950,2022-10-06 22:00:00,-140.48
27951,2022-10-06 22:00:00,970.14
27952,2022-10-05 22:00:00,312.33
27954,2022-10-05 22:00:00,1297.55
27956,2022-10-05 22:00:00,1472.74
27957,2022-10-05 22:00:00,216.72
27958,2022-10-03 22:00:00,-21.06
27959,2022-10-05 22:00:00,1935.08
27960,2022-10-04 22:00:00,682.5
27962,2022-10-05 22:00:00,877.85
27963,2022-10-05 22:00:00,43.33
27964,2023-01-03 23:00:00,459.89
27968,2022-10-05 22:00:00,-451.96
27971,2022-10-06 22:00:00,-595.13
27972,2022-10-06 22:00:00,44.68
27979,2022-10-06 22:00:00,10.0
27980,2022-10-24 22:00:00,10.0
27981,2022-12-13 23:00:00,10.0
27982,2022-10-06 22:00:00,-2672.36
27983,2022-10-06 22:00:00,33.86
27985,2022-10-05 22:00:00,-2434.29
27987,2024-03-03 23:00:00,53989.78
27992,2022-10-06 22:00:00,1012.84
27994,2022-10-06 22:00:00,1012.84
27998,2022-10-06 22:00:00,-21.51
27999,2022-09-22 22:00:00,3.09
28000,2022-10-05 22:00:00,-513.06
28001,2022-10-06 22:00:00,375.13
28004,2023-01-04 23:00:00,142.25
28005,2022-10-06 22:00:00,-1853.13
28008,2022-10-03 22:00:00,3.76
28013,2023-01-04 23:00:00,14357.52
28014,2023-01-04 23:00:00,7825.93
28015,2022-10-06 22:00:00,81.0
28016,2022-10-06 22:00:00,-386.66
28017,2023-01-09 23:00:00,22.39
28020,2023-01-11 23:00:00,278.25
28021,2022-10-06 22:00:00,-128.31
28023,2022-10-06 22:00:00,-141.99
28024,2022-10-07 22:00:00,-488.47
28025,2022-10-06 22:00:00,-161.65
28026,2022-10-06 22:00:00,-526.32
28028,2022-10-06 22:00:00,-122.39
28029,2022-10-06 22:00:00,1654.26
28030,2023-01-05 23:00:00,3220.58
28031,2023-01-01 23:00:00,18.6
28032,2023-01-04 23:00:00,6317.77
28033,2022-10-05 22:00:00,561.9
28034,2022-10-06 22:00:00,-1985.08
28037,2022-10-06 22:00:00,-2444.07
28038,2022-10-06 22:00:00,-742.06
28040,2022-10-08 22:00:00,16.51
28042,2022-10-06 22:00:00,-205.25
28043,2023-01-05 23:00:00,980.08
28044,2023-01-04 23:00:00,4578.49
28048,2022-12-29 23:00:00,49.85
28051,2022-10-07 22:00:00,1050.77
28052,2022-10-06 22:00:00,-51.58
28053,2023-03-08 23:00:00,2787.05
28057,2023-02-01 23:00:00,0.0
28058,2022-10-06 22:00:00,651.65
28059,2022-10-06 22:00:00,-294.38
28060,2022-10-02 22:00:00,-969.65
28061,2022-10-06 22:00:00,415.98
28069,2023-01-04 23:00:00,94.47
28079,2022-10-06 22:00:00,-236.26
28090,2023-12-13 23:00:00,685.65
28092,2022-10-06 22:00:00,373.7
28102,2022-12-21 23:00:00,186.09
28103,2022-04-11 22:00:00,1.35
28104,2022-10-06 22:00:00,-410.62
28113,2023-01-05 23:00:00,-145.3
28120,2022-10-08 22:00:00,-383.31
28124,2022-10-07 22:00:00,-1193.74
28127,2022-10-06 22:00:00,39.84
28128,2022-12-19 23:00:00,219.3
28129,2022-10-09 22:00:00,-637.19
28130,2022-10-06 22:00:00,1059.61
28134,2022-10-05 22:00:00,285.42
28136,2022-10-02 22:00:00,-1783.98
28138,2022-10-09 22:00:00,551.96
28141,2022-10-06 22:00:00,940.77
28143,2022-10-06 22:00:00,1734.16
28146,2022-10-05 22:00:00,810.74
28151,2022-10-05 22:00:00,312.3
28154,2022-10-05 22:00:00,-528.82
28157,2022-10-05 22:00:00,-528.82
28158,2022-10-06 22:00:00,-1304.06
28159,2022-10-06 22:00:00,-450.19
28160,2022-11-27 23:00:00,-1509.27
28161,2022-11-27 23:00:00,-497.68
28162,2022-06-07 22:00:00,0.64
28166,2022-10-09 22:00:00,-988.78
28168,2022-10-09 22:00:00,326.97
28172,2023-01-11 23:00:00,2907.82
28173,2022-10-06 22:00:00,106.51
28174,2022-08-14 22:00:00,0.0
28179,2022-10-09 22:00:00,-1099.31
28180,2022-10-06 22:00:00,-759.43
28181,2022-10-09 22:00:00,-352.92
28182,2022-10-09 22:00:00,147.38
28183,2022-10-09 22:00:00,-745.57
28184,2022-10-09 22:00:00,139.46
28185,2022-10-09 22:00:00,-299.37
28189,2022-10-07 22:00:00,0.87
28190,2022-10-09 22:00:00,826.93
28196,2022-10-09 22:00:00,152.96
28199,2022-10-09 22:00:00,-854.29
28210,2022-10-06 22:00:00,-137.02
28213,2023-01-06 23:00:00,-156.88
28215,2022-09-19 22:00:00,10.0
28216,2022-10-10 22:00:00,-2227.12
28217,2022-10-09 22:00:00,23.0
28219,2022-10-10 22:00:00,1278.43
28220,2022-06-19 22:00:00,15.63
28221,2022-11-27 23:00:00,344.03
28222,2022-10-10 22:00:00,-581.02
28223,2022-10-06 22:00:00,-346.77
28224,2022-10-06 22:00:00,-1014.92
28226,2022-10-09 22:00:00,0.06
28227,2022-10-09 22:00:00,-2824.19
28232,2024-03-04 23:00:00,987.33
28237,2023-10-30 23:00:00,180.27
28238,2023-07-04 22:00:00,89.83
28239,2022-04-11 22:00:00,0.83
28240,2022-10-10 22:00:00,4.52
28243,2022-10-09 22:00:00,274.68
28244,2022-10-09 22:00:00,-300.87
28248,2022-10-10 22:00:00,2374.37
28249,2022-10-09 22:00:00,-829.28
28250,2022-10-09 22:00:00,-300.87
28254,2023-01-04 23:00:00,483.35
28256,2024-03-03 23:00:00,290.51
28257,2022-10-10 22:00:00,194.54
28258,2022-04-11 22:00:00,1.11
28259,2022-10-10 22:00:00,-254.82
28260,2022-10-09 22:00:00,-10.86
28261,2022-10-09 22:00:00,-770.46
28262,2022-10-10 22:00:00,-244.18
28263,2022-05-31 22:00:00,2.91
28276,2022-10-10 22:00:00,-1966.91
28281,2022-10-10 22:00:00,28197.78
28282,2022-10-09 22:00:00,653.32
28287,2022-10-10 22:00:00,-58.61
28291,2022-10-11 22:00:00,536.88
28299,2022-10-10 22:00:00,-1536.43
28302,2022-10-06 22:00:00,-185.31
28305,2022-10-10 22:00:00,-10.39
28307,2022-10-11 22:00:00,-1273.11
28309,2022-10-06 22:00:00,-588.14
28310,2022-10-10 22:00:00,-2173.61
28311,2022-10-11 22:00:00,173.2
28318,2022-10-11 22:00:00,10614.91
28323,2022-10-11 22:00:00,3085.04
28352,2024-03-03 23:00:00,10.9
28353,2024-02-29 23:00:00,1938.8
28355,2022-12-11 23:00:00,507.86
28357,2023-01-08 23:00:00,781.04
28363,2022-10-11 22:00:00,1375.82
28364,2022-10-10 22:00:00,546.98
28366,2024-03-03 23:00:00,13315.67
28368,2022-12-11 23:00:00,507.86
28369,2023-01-08 23:00:00,781.04
28372,2022-10-09 22:00:00,-1348.46
28373,2022-10-11 22:00:00,-303.24
28377,2024-02-28 23:00:00,2152.99
28379,2022-10-10 22:00:00,-719.8
28380,2022-10-10 22:00:00,-1846.49
28381,2022-10-05 22:00:00,20.98
28382,2022-10-10 22:00:00,14.76
28385,2022-10-11 22:00:00,505.38
28386,2022-10-10 22:00:00,-683.34
28387,2022-10-09 22:00:00,-467.17
28388,2022-10-03 22:00:00,26.28
28389,2022-10-02 22:00:00,334.12
28390,2022-10-04 22:00:00,168.52
28394,2022-10-11 22:00:00,-617.12
28397,2023-01-06 23:00:00,2992.21
28405,2023-01-05 23:00:00,1286.63
28407,2024-01-22 23:00:00,411.17
28413,2023-11-09 23:00:00,44.34
28416,2022-11-27 23:00:00,-283.59
28419,2023-01-12 23:00:00,1514.48
28420,2023-01-08 23:00:00,43.93
28422,2022-10-12 22:00:00,4246.77
28427,2022-10-11 22:00:00,-449.97
28428,2022-10-12 22:00:00,295.76
28433,2022-10-10 22:00:00,239.88
28434,2022-10-09 22:00:00,-496.76
28437,2022-10-10 22:00:00,3781.9
28442,2022-10-11 22:00:00,502.96
28446,2022-11-13 23:00:00,0.0
28447,2022-10-06 22:00:00,-714.59
28448,2023-01-09 23:00:00,1747.63
28449,2022-10-09 22:00:00,-2016.52
28450,2022-10-11 22:00:00,1083.15
28452,2022-10-11 22:00:00,-51.31
28453,2022-10-03 22:00:00,-138.35
28454,2023-01-08 23:00:00,-455.38
28455,2022-10-11 22:00:00,-487.29
28456,2022-10-10 22:00:00,-1006.59
28462,2022-10-12 22:00:00,2927.25
28469,2022-10-04 22:00:00,9.08
28471,2022-12-25 23:00:00,0.0
28472,2022-12-18 23:00:00,0.0
28473,2023-01-09 23:00:00,1384.54
28474,2022-10-10 22:00:00,-2063.91
28475,2022-10-09 22:00:00,86.24
28476,2022-09-18 22:00:00,21.22
28477,2022-10-04 22:00:00,15.14
28478,2022-10-12 22:00:00,515.98
28479,2022-09-25 22:00:00,0.0
28480,2022-09-18 22:00:00,0.0
28481,2022-09-25 22:00:00,0.0
28482,2022-09-18 22:00:00,0.0
28483,2022-10-12 22:00:00,515.98
28487,2022-10-11 22:00:00,1478.65
28488,2022-10-11 22:00:00,1478.65
28492,2022-10-11 22:00:00,742.15
28493,2022-10-12 22:00:00,7485.36
28494,2022-10-11 22:00:00,51.0
28495,2022-10-11 22:00:00,242.8
28500,2022-10-10 22:00:00,-522.42
28501,2022-10-10 22:00:00,305.83
28502,2022-10-10 22:00:00,-39.01
28503,2022-10-12 22:00:00,258.02
28504,2022-10-11 22:00:00,-317.53
28505,2022-10-11 22:00:00,-256.62
28506,2022-10-11 22:00:00,-509.44
28508,2022-10-10 22:00:00,-360.34
28510,2023-05-08 22:00:00,72.06
28517,2023-05-04 22:00:00,2540.99
28521,2023-05-08 22:00:00,25.58
28523,2023-05-04 22:00:00,456.71
28531,2022-10-11 22:00:00,647.5
28537,2022-10-11 22:00:00,140.55
28538,2022-10-11 22:00:00,140.55
28544,2022-10-11 22:00:00,140.55
28548,2022-10-11 22:00:00,140.55
28550,2022-10-12 22:00:00,-134.57
28552,2022-10-12 22:00:00,-225.77
28559,2022-10-11 22:00:00,-953.49
28565,2022-10-10 22:00:00,660.04
28572,2022-10-12 22:00:00,7100.0
28573,2022-10-12 22:00:00,40.99
28575,2022-10-12 22:00:00,828.73
28580,2022-10-12 22:00:00,396.25
28582,2023-01-09 23:00:00,319.69
28592,2022-10-12 22:00:00,-516.5
28595,2023-03-27 22:00:00,4.34
28597,2023-03-27 22:00:00,4.34
28604,2022-10-12 22:00:00,-516.5
28606,2023-01-09 23:00:00,214.56
28607,2023-01-09 23:00:00,-727.02
28611,2022-10-02 22:00:00,-766.04
28613,2022-10-04 22:00:00,-500.0
28619,2022-10-10 22:00:00,-6946.3
28622,2022-09-15 22:00:00,0.0
28623,2022-06-07 22:00:00,0.17
28624,2022-10-12 22:00:00,-701.86
28625,2022-10-11 22:00:00,314.87
28626,2022-07-27 22:00:00,120.0
28631,2022-10-12 22:00:00,198.36
28634,2022-10-09 22:00:00,1360.0
28635,2022-10-11 22:00:00,38.89
28636,2022-10-11 22:00:00,145.3
28639,2022-10-11 22:00:00,116.69
28650,2022-11-28 23:00:00,53.89
28651,2022-11-27 23:00:00,31851.4
28652,2022-11-28 23:00:00,2117.06
28653,2022-11-23 23:00:00,675.08
28654,2022-11-29 23:00:00,7982.42
28656,2022-11-27 23:00:00,60.74
28657,2022-10-12 22:00:00,171.74
28666,2022-10-12 22:00:00,-283.14
28672,2022-10-13 22:00:00,257.73
28673,2022-10-12 22:00:00,-34.95
28674,2022-10-12 22:00:00,-38.91
28675,2022-10-12 22:00:00,-38.91
28676,2022-10-12 22:00:00,-129.27
28677,2022-10-13 22:00:00,-2317.41
28683,2022-10-13 22:00:00,-222.39
28686,2022-10-07 22:00:00,-4626.57
28692,2022-10-13 22:00:00,-178.53
28696,2022-10-12 22:00:00,46.81
28699,2022-10-12 22:00:00,83.05
28702,2022-10-12 22:00:00,46.81
28704,2022-10-12 22:00:00,83.05
28708,2024-03-03 23:00:00,15464.98
28710,2022-10-12 22:00:00,-514.06
28715,2023-01-09 23:00:00,2600.52
28719,2022-10-03 22:00:00,-891.62
28720,2022-10-03 22:00:00,-202.87
28721,2022-10-03 22:00:00,-1124.9
28724,2022-09-27 22:00:00,68.7
28725,2022-10-12 22:00:00,4338.95
28727,2022-10-13 22:00:00,77.85
28731,2022-10-12 22:00:00,34.97
28733,2022-10-12 22:00:00,-81.78
28737,2022-10-12 22:00:00,34.97
28740,2022-10-12 22:00:00,278.14
28743,2022-10-13 22:00:00,1917.58
28744,2022-10-13 22:00:00,549.38
28747,2022-10-13 22:00:00,159.91
28749,2022-10-11 22:00:00,-89.54
28750,2022-04-20 22:00:00,1.83
28751,2022-10-12 22:00:00,-292.98
28753,2023-01-10 23:00:00,2311.11
28758,2023-01-04 23:00:00,50.0
28762,2023-01-10 23:00:00,4037.48
28772,2023-04-03 22:00:00,0.1
28773,2023-04-02 22:00:00,1069.41
28774,2023-04-04 22:00:00,1154.69
28782,2023-11-12 23:00:00,180.63
28787,2022-10-12 22:00:00,22.78
28791,2022-10-12 22:00:00,387.16
28792,2022-10-13 22:00:00,1512.67
28793,2022-10-13 22:00:00,89.7
28795,2023-01-10 23:00:00,200.78
28799,2022-10-13 22:00:00,-875.98
28802,2022-10-13 22:00:00,-426.72
28807,2022-10-13 22:00:00,358.79
28811,2022-10-04 22:00:00,0.0
28814,2022-10-12 22:00:00,-484.54
28819,2022-11-16 23:00:00,3346.1
28829,2023-01-09 23:00:00,27558.2
28830,2023-01-10 23:00:00,528.04
28834,2023-01-08 23:00:00,1652.3
28836,2022-11-10 23:00:00,0.0
28837,2022-10-14 22:00:00,-82.53
28838,2022-04-20 22:00:00,1.83
28839,2022-10-14 22:00:00,-299.99
28840,2022-10-09 22:00:00,0.0
